iter	Logloss
645	0.2812399528
646	0.2811360092
647	0.2808436103
648	0.2807698882
649	0.280741131
650	0.2805024028
651	0.2802795722
652	0.2801463944
653	0.2799819038
654	0.2798397521
655	0.2797557196
656	0.279558844
657	0.2794150855
658	0.2793017424
659	0.2790882179
660	0.2789058251
661	0.2788030402
662	0.2786238606
663	0.2784211693
664	0.2782721912
665	0.2780861545
666	0.2778247005
667	0.2777505834
668	0.2776576909
669	0.2775625401
670	0.2774898294
671	0.2773736719
672	0.2772019603
673	0.2770343753
674	0.2768951355
675	0.276767815
676	0.2767468825
677	0.2766447049
678	0.2763487049
679	0.2760609339
680	0.2759900027
681	0.2758560409
682	0.2756445765
683	0.2754009893
684	0.2751145325
685	0.2749029202
686	0.2746855128
687	0.2745783999
688	0.2744216156
689	0.274182408
690	0.2740471412
691	0.273819283
692	0.2737776276
693	0.273580151
694	0.2733962093
695	0.2732793322
696	0.2731689378
697	0.2730144229
698	0.2728626816
699	0.272650372
700	0.2725151112
701	0.2723809653
702	0.2722358637
703	0.2721891751
704	0.271980953
705	0.2718377015
706	0.2717858199
707	0.2717358189
708	0.2716133518
709	0.2715769991
710	0.2715095449
711	0.271319839
712	0.2711763288
713	0.2710455505
714	0.2708625198
715	0.2707699511
716	0.2706272008
717	0.2704393521
718	0.2703439532
719	0.2700899433
720	0.2699261635
721	0.2697818375
722	0.2696549413
723	0.269415198
724	0.2691806525
725	0.269046776
726	0.2689436725
727	0.2687745464
728	0.268691202
729	0.2685217484
730	0.2683670951
731	0.268166215
732	0.2681555947
733	0.2679184412
734	0.2678934416
735	0.2678141043
736	0.2676353814
737	0.2675477782
738	0.2674524869
739	0.2672517738
740	0.2670655641
741	0.2669881703
742	0.266820607
743	0.2666628682
744	0.2664073732
745	0.2663228216
746	0.2659261664
747	0.2657630301
748	0.2657203269
749	0.2655875757
750	0.2654449875
751	0.2651656417
752	0.265040702
753	0.2649669923
754	0.2647389685
755	0.2646134174
756	0.2643837065
757	0.2642940097
758	0.2640438218
759	0.2638752095
760	0.2637101653
761	0.263628273
762	0.2635253534
763	0.2634108121
764	0.2632561668
765	0.2630329242
766	0.262892153
767	0.2626788973
768	0.2624964761
769	0.2623804446
770	0.2622219197
771	0.2620325041
772	0.2618479595
773	0.2616327193
774	0.2614866958
775	0.2613079298
776	0.2611483768
777	0.2609438883
778	0.2607777033
779	0.2607050152
780	0.2605609559
781	0.2604178237
782	0.2602554829
783	0.2600379602
784	0.2598963137
785	0.2596107478
786	0.2595006754
787	0.2593908121
788	0.2592411648
789	0.2591537547
790	0.2590956804
791	0.2589500316
792	0.2587741599
793	0.2586631483
794	0.2584970256
795	0.258350771
796	0.2583189382
797	0.2582571885
798	0.2580946237
799	0.2579471438
800	0.2577397173
801	0.2577013577
802	0.2575835346
803	0.2574648829
804	0.2572725454
805	0.2571844127
806	0.2571147608
807	0.2570421816
808	0.2568881276
809	0.256659524
810	0.2566070435
811	0.256498055
812	0.256234393
813	0.2561099659
814	0.2558613964
815	0.25572556
816	0.2554655794
817	0.2553386324
818	0.2552124597
819	0.2549285019
820	0.2548670615
821	0.2547177981
822	0.2544988389
823	0.2542422856
824	0.254065931
825	0.2538437231
826	0.2536771434
827	0.2536374269
828	0.2535237342
829	0.2531801079
830	0.2529886719
831	0.2529205714
832	0.2527724062
833	0.2526520682
834	0.2524553701
835	0.2523121349
836	0.2521504909
837	0.2520541651
838	0.2520109379
839	0.2518848984
840	0.2516706581
841	0.2514778035
842	0.251371473
843	0.2512726944
844	0.2510951085
845	0.2509886386
846	0.250769053
847	0.2506895861
848	0.2504926449
849	0.250452362
850	0.2502481037
851	0.2499798337
852	0.2497505896
853	0.2494795994
854	0.2493097674
855	0.2492004318
856	0.2490208204
857	0.2488790809
858	0.2487683617
859	0.2486715203
860	0.2485829811
861	0.2483587476
862	0.2480945796
863	0.2478991402
864	0.2478428553
865	0.2476978771
866	0.2475685299
867	0.2474177241
868	0.2471812335
869	0.2470850121
870	0.2467930891
871	0.2467181719
872	0.2466587277
873	0.2464144314
874	0.2463032149
875	0.2460841884
876	0.2459472719
877	0.2458042822
878	0.2457151065
879	0.2455846102
880	0.2454721859
881	0.2453336418
882	0.2452331648
883	0.2450417715
884	0.2448676016
885	0.2447097401
886	0.2446429349
887	0.2445785931
888	0.2445036729
889	0.2443216817
890	0.2441427471
891	0.2440876568
892	0.2439851723
893	0.2438214997
894	0.2436351543
895	0.2433114088
896	0.2431885266
897	0.2430962969
898	0.2429333487
899	0.2428165206
900	0.2425959159
901	0.2424952769
902	0.2422836741
903	0.2421774807
904	0.2419373542
905	0.2416566486
906	0.2413814189
907	0.2411344882
908	0.2410429757
909	0.2408887254
910	0.2407464236
911	0.240632582
912	0.2404699687
913	0.2402333506
914	0.2401104528
915	0.2398605201
916	0.2397593343
917	0.2396409522
918	0.2393454478
919	0.2392364987
920	0.2391353095
921	0.238978696
922	0.2387592326
923	0.2385766888
924	0.2384975923
925	0.2381959006
926	0.2381323781
927	0.2380735768
928	0.2380122114
929	0.2378294133
930	0.2376850493
931	0.2374623707
932	0.2373515549
933	0.237281356
934	0.2371007185
935	0.2370581994
936	0.2367816342
937	0.2366361953
938	0.2362804223
939	0.2361419288
940	0.2360400527
941	0.2358127576
942	0.2356428537
943	0.235492508
944	0.2353535876
945	0.2352002586
946	0.2350318396
947	0.2349066959
948	0.2346579103
949	0.2345487852
950	0.2342947876
951	0.2340508559
952	0.2339628356
953	0.2338959608
954	0.2338013286
955	0.2336738086
956	0.2334818562
957	0.2333458377
958	0.2331461267
959	0.2330232862
960	0.2329867814
961	0.2327540935
962	0.2327194387
963	0.2325655886
964	0.2323636535
965	0.2321129782
966	0.231943337
967	0.2317797574
968	0.2316699792
969	0.2314969307
970	0.2314127377
971	0.2311193275
972	0.2310836662
973	0.2309212436
974	0.2308403453
975	0.2307272291
976	0.230487511
977	0.2303065967
978	0.2302666651
979	0.230188997
980	0.2300839362
981	0.23005262
982	0.2297766447
983	0.2296132246
984	0.2294615924
985	0.2292770543
986	0.2291292825
987	0.2289077931
988	0.2288285348
989	0.2286743476
990	0.2285340804
991	0.2284115684
992	0.2282311851
993	0.228094816
994	0.2278150412
995	0.2277524585
996	0.2275755583
997	0.2273537955
998	0.227170291
999	0.2270884167
